id_estudiante,Semestre,Comunicacion Oral y Escrita,"Etica, Identidad y Profesion",Desafios Eticos Contemporaneos
00024776,6,8.4,6.5,5
00024777,7,8.2,5,8.8
00024778,8,10,10,5.1
00024779,9,5.7,8.7,9.6
00247710,10,5,6.4,10
00024781,1,9.8,10,5
00024782,2,5,9.3,7.2
00024783,3,5,10,10
00024784,4,5,5,10
00024785,5,7.3,7.1,5
00024786,6,10,5,7.1
00024787,7,6.1,5,5
00024788,8,10,9.3,9.7
00024789,9,10,5.9,5.1
00247810,10,10,6.1,10
00024791,1,8.1,8.4,8.0
00024792,2,9.3,5.3,5.4
00024793,3,10,6.0,5.8
00024794,4,10,8.6,8.8
00024795,5,9.0,8.1,9.7
00024796,6,7.1,5,7.1
00024797,7,7.8,6.1,6.6
00024798,8,5,6.9,10
00024799,9,10,10,10
00247910,10,10,5,5.2
00024801,1,7.5,6.1,6.1
00024802,2,7.8,10,9.1
00024803,3,6.3,5.1,7.8
00024804,4,10,6.7,5
00024805,5,10,8.7,7.0
00024806,6,10,10,6.6
00024807,7,8.7,6.4,7.7
00024808,8,6.2,9.3,7.9
00024809,9,7.5,10,5.8
00248010,10,9.0,10,5
00024811,1,5.8,9.8,5
00024812,2,10,7.3,8.7
00024813,3,5,8.0,5.3
00024814,4,8.1,5.5,10
00024815,5,10,7.5,6.9
00024816,6,6.5,10,5
00024817,7,5,9.6,10
00024818,8,7.5,6.5,8.9
00024819,9,6.8,6.4,9.6
00248110,10,5,5.6,5
00024821,1,10,6.4,10
00024822,2,10,5.3,10
00024823,3,10,10.0,10
00024824,4,6.2,7.2,8.2
00024825,5,7.7,7.7,9.2
00024826,6,5,6.0,10
00024827,7,8.7,5,10
00024828,8,5.7,10.0,9.1
00024829,9,10,7.0,8.3
00248210,10,5.2,5.3,5.3
00024831,1,10,7.8,10
00024832,2,7.3,6.7,5.4
00024833,3,9.5,9.4,5
00024834,4,6.2,5,7.4
00024835,5,8.2,10,5
00024836,6,6.5,5.5,5
00024837,7,5,5,8.4
00024838,8,10,10,9.6
00024839,9,5.4,6.9,5.5
00248310,10,9.1,10,7.7
00024841,1,8.5,8.2,10
00024842,2,6.4,10.0,10
00024843,3,7.2,10,7.8
00024844,4,5,5.2,10
00024845,5,9.0,5,7.5
00024846,6,10,5.7,7.6
00024847,7,10,5.7,10
00024848,8,7.2,7.5,5
00024849,9,6.3,8.5,8.4
00248410,10,10,7.0,8.1
00024851,1,9.2,10,9.4
00024852,2,10,6.8,10
00024853,3,8.3,6.1,5.3
00024854,4,10,10,10
00024855,5,6.9,5,10
00024856,6,7.0,5,10
00024857,7,10,6.0,6.2
00024858,8,6.9,5,7.6
00024859,9,5,6.7,8.1
00248510,10,5,6.7,8.9
00024861,1,8.4,8.8,9.6
00024862,2,8.0,6.6,5
00024863,3,7.3,10,5.2
00024864,4,5,5,8.4
00024865,5,6.3,10,5.1
00024866,6,9.2,10,7.5
00024867,7,7.3,5.1,8.1
00024868,8,8.9,9.9,5.8
00024869,9,5.9,5,8.6
00248610,10,7.5,6.6,9.5
00024871,1,7.0,8.0,9.5
00024872,2,6.1,10,10
00024873,3,7.3,10,9.4
00024874,4,6.5,6.5,10
00024875,5,10,10,10
00024876,6,8.9,7.6,6.9
00024877,7,9.1,5.7,10
00024878,8,7.5,7.8,5.4
00024879,9,7.1,8.3,5
00248710,10,9.6,5,10
00024881,1,9.8,6.7,7.8
00024882,2,9.3,10,9.6
00024883,3,10,8.2,9.5
00024884,4,5.9,8.4,6.2
00024885,5,6.8,8.4,5
00024886,6,5.9,5,7.3
00024887,7,5.4,9.2,10
00024888,8,5,6.5,9.6
00024889,9,10,6.0,8.4
00248810,10,10,10,10
00024891,1,5,6.3,5
00024892,2,10,7.8,5.7
00024893,3,10,10,10
00024894,4,5.4,10,10
00024895,5,10,9.4,10
00024896,6,9.7,7.4,8.9
00024897,7,5,9.4,10
00024898,8,10,8.5,10
00024899,9,10,6.5,8.0
00248910,10,10,5,9.8
00024901,1,5.6,5,7.5
00024902,2,10,10,5
00024903,3,8.4,8.0,6.2
00024904,4,6.3,5,9.7
00024905,5,8.7,10,8.3
00024906,6,6.1,8.8,6.0
00024907,7,10,5.8,10
00024908,8,7.2,10,7.0
00024909,9,7.9,6.0,5.1
00249010,10,10,7.1,8.9
00024911,1,8.2,8.7,10
00024912,2,10,10,5
00024913,3,5,5,10
00024914,4,8.1,8.4,10
00024915,5,10,9.9,10
00024916,6,10,5.7,8.3
00024917,7,5.2,5,10
00024918,8,8.5,9.2,5
00024919,9,10,10,8.4
00249110,10,7.3,10,8.8
00024921,1,5,8.3,5
00024922,2,7.5,10,10
00024923,3,9.8,8.6,6.3
00024924,4,7.4,10,9.6
00024925,5,9.2,6.9,5
00024926,6,7.9,5.1,8.3
00024927,7,8.8,10,6.7
00024928,8,6.4,5,6.9
00024929,9,9.6,10,8.6
00249210,10,7.1,8.5,5
00024931,1,9.7,8.0,5
00024932,2,5.6,10,5
00024933,3,7.1,7.0,6.4
00024934,4,5.5,8.1,5.5
00024935,5,10,10,9.9
00024936,6,8.4,5.0,9.0
00024937,7,5.1,7.8,5.6
00024938,8,5,10,8.3
00024939,9,5,5,10
00249310,10,9.4,9.0,10
00024941,1,8.3,7.2,5.1
00024942,2,8.1,10,8.3
00024943,3,10,10,6.9
00024944,4,7.5,7.8,5
00024945,5,7.8,10,6.4
00024946,6,5,10,7.4
00024947,7,10,9.0,5.2
00024948,8,5,5.3,10
00024949,9,10,7.6,5
00249410,10,5,10,7.7
00024951,1,5.9,10,8.2
00024952,2,7.6,9.5,5
00024953,3,7.1,10,8.4
00024954,4,5.5,7.1,6.5
00024955,5,7.1,10,9.6
00024956,6,5.8,6.3,7.2
00024957,7,10,6.0,10
00024958,8,5,5,9.1
00024959,9,8.1,8.8,9.6
00249510,10,5,10,7.8
00024961,1,8.3,10,9.1
00024962,2,10,5.9,5
00024963,3,9.5,10,10
00024964,4,6.1,5,5.1
00024965,5,10,6.4,5
00024966,6,8.3,5,5.6
00024967,7,6.6,7.9,10
00024968,8,10,5,9.7
00024969,9,9.1,5.4,10
00249610,10,10,5.7,6.8
00024971,1,10,5,10
00024972,2,8.9,7.5,5.7
00024973,3,8.2,5,5.4
00024974,4,10,8.6,6.0
00024975,5,7.9,8.6,10
00024976,6,9.2,7.6,10
00024977,7,10,9.6,10
00024978,8,8.7,10,8.0
00024979,9,8.9,8.4,7.2
00249710,10,5.1,9.6,5.4
00024981,1,6.7,7.7,10
00024982,2,7.4,5,8.0
00024983,3,10,8.2,8.0
00024984,4,7.2,10,9.7
00024985,5,5,6.3,10
00024986,6,7.6,7.8,10
00024987,7,7.1,9.0,10
00024988,8,5,10,6.5
00024989,9,7.2,7.2,9.3
00249810,10,8.2,9.5,5
00024991,1,8.4,5,7.5
00024992,2,10,6.6,10
00024993,3,10,8.3,6.8
00024994,4,7.9,10,10
00024995,5,7.8,8.6,8.3
00024996,6,7.0,10,10
00024997,7,5,7.6,7.9
00024998,8,8.7,10,6.9
00024999,9,8.4,8.4,5.8
00249910,10,8.9,10,5.1
00025001,1,5,5,10
00025002,2,9.7,8.2,5
00025003,3,6.9,8.1,6.7
00025004,4,9.9,10,10
00025005,5,5,8.2,7.1
00025006,6,5,6.1,7.5
00025007,7,10,5.1,5.9
00025008,8,5,6.3,10
00025009,9,6.7,7.6,9.2
00250010,10,8.1,10,5
00025011,1,8.8,10,8.9
00025012,2,10,8.8,7.7
00025013,3,6.5,10,8.5
00025014,4,10,9.0,8.1
00025015,5,8.5,7.9,5
00025016,6,8.8,8.1,10
00025017,7,5,10,10
00025018,8,8.3,6.0,5
00025019,9,5,6.9,9.8
00250110,10,10,5,7.0
00025021,1,9.8,8.6,10
00025022,2,7.5,5.6,8.4
00025023,3,5,10,10
00025024,4,10,10,5
00025025,5,8.9,10,8.8
00025026,6,10,5,5
00025027,7,8.2,8.3,8.6
00025028,8,6.1,5.9,5
00025029,9,7.2,9.4,10
00250210,10,9.5,8.5,10
00025031,1,5,8.0,5
00025032,2,10,9.8,7.3
00025033,3,5.7,5.9,10
00025034,4,5,5,9.7
00025035,5,10,8.2,9.4
00025036,6,7.1,10,10
00025037,7,5.9,7.1,10
00025038,8,5.9,6.4,8.0
00025039,9,5.7,8.2,9.2
00250310,10,10,10,9.9
00025041,1,5,10,10
00025042,2,10,5,10
00025043,3,5.6,7.1,10
00025044,4,8.5,9.5,8.5
00025045,5,6.1,5,10.0
00025046,6,10,8.8,6.2
00025047,7,10,7.9,5.8
00025048,8,5,10,10
00025049,9,10,8.1,9.6
00250410,10,7.6,5,10
00025051,1,10,7.1,9.2
00025052,2,8.1,6.5,9.4
00025053,3,5.2,10,6.2
00025054,4,7.5,6.3,9.9
00025055,5,7.3,9.1,9.5
00025056,6,9.3,5.2,10
00025057,7,10,7.5,10
00025058,8,5,5.4,6.4
00025059,9,5,10,10
00250510,10,8.9,10,9.2
00025061,1,5,6.1,5
00025062,2,10,7.1,5.1
00025063,3,8.5,8.1,6.4
00025064,4,5.6,7.9,5
00025065,5,7.8,7.5,10
00025066,6,5.7,10,7.0
00025067,7,10,10,10
00025068,8,7.0,5,7.2
00025069,9,8.6,10,9.5
00250610,10,8.8,10,6.4
00025071,1,7.3,8.1,5
00025072,2,8.4,10,5
00025073,3,10,9.8,10
00025074,4,10,9.9,10
00025075,5,5,9.3,9.6
00025076,6,5,8.1,8.8
00025077,7,5,9.8,10
00025078,8,6.9,10,10
00025079,9,9.3,8.6,8.3
00250710,10,10,5,10
00025081,1,10,5.0,7.1
00025082,2,10,10,10
00025083,3,5.4,6.0,10
00025084,4,5,7.1,10
00025085,5,10,5,10
00025086,6,7.2,5,8.9
00025087,7,5.2,10,7.4
00025088,8,7.6,7.6,10
00025089,9,7.1,5.4,5
00250810,10,9.5,7.2,5.2
00025091,1,7.9,6.4,7.3
00025092,2,6.0,10.0,9.1
00025093,3,8.9,10.0,9.9
00025094,4,5,10,6.8
00025095,5,8.3,8.7,7.2
00025096,6,5,6.6,5.0
00025097,7,9.6,8.7,5.3
00025098,8,8.9,10,9.3
00025099,9,9.1,9.5,9.0
00250910,10,5,9.5,5
00025101,1,10,9.7,10
00025102,2,9.8,9.0,5.5
00025103,3,8.6,5.0,9.5
00025104,4,10,10,10
00025105,5,8.8,9.1,5.1
00025106,6,6.7,10,10
00025107,7,7.1,7.3,5
00025108,8,10,7.1,6.7
00025109,9,10,6.2,10
00251010,10,7.7,8.9,6.2
00025111,1,6.7,8.8,10
00025112,2,5,5,10
00025113,3,8.4,10,8.0
00025114,4,10,8.7,8.5
00025115,5,6.4,10,8.7
00025116,6,9.0,5.0,9.4
00025117,7,5,10,10
00025118,8,10,9.3,5
00025119,9,10,10,5
00251110,10,7.4,9.0,5
00025121,1,9.5,10,10
00025122,2,5,10,5.6
00025123,3,10,10,9.5
00025124,4,5.5,7.4,7.8
00025125,5,5.3,6.8,5.4
00025126,6,9.1,7.7,8.0
00025127,7,5.8,8.2,10
00025128,8,6.3,6.3,7.6
00025129,9,9.4,10,7.1
00251210,10,10,6.8,10
00025131,1,6.4,8.2,7.8
00025132,2,5.4,8.2,5
00025133,3,5,10,10
00025134,4,7.9,10,10
00025135,5,9.5,10,7.9
00025136,6,10,8.9,8.3
00025137,7,9.1,6.1,6.5
00025138,8,8.8,10,6.6
00025139,9,6.1,9.5,10
00251310,10,5,5,6.8
00025141,1,7.2,6.3,6.8
00025142,2,8.5,5.7,5
00025143,3,6.3,5.1,9.5
00025144,4,6.9,5,7.3
00025145,5,10,10,9.9
00025146,6,5,6.2,10
00025147,7,10,8.9,8.5
00025148,8,5,8.5,6.2
00025149,9,10,8.2,9.1
00251410,10,8.2,9.0,5
00025151,1,10,5,8.9
00025152,2,9.2,8.8,7.6
00025153,3,10,8.4,10
00025154,4,5.4,8.2,5.4
00025155,5,5,7.1,10
00025156,6,10,9.7,10
00025157,7,9.7,9.9,10
00025158,8,5,7.1,9.9
00025159,9,8.6,6.8,10
00251510,10,9.7,7.8,8.6
00025161,1,10,10,10
00025162,2,10,5,10
00025163,3,6.2,9.8,5
00025164,4,9.2,8.4,10
00025165,5,10,5,10
00025166,6,10,10,7.6
00025167,7,9.3,10,6.4
00025168,8,9.2,8.6,9.4
00025169,9,10,10,10.0
00251610,10,7.4,5.5,5.5
00025171,1,8.9,7.7,8.6
00025172,2,6.0,8.7,6.9
00025173,3,10,6.9,7.3
00025174,4,8.0,10,10
00025175,5,8.5,9.6,7.6
00025176,6,5.1,10,10
00025177,7,5,6.9,6.9
00025178,8,9.7,8.4,5
00025179,9,9.4,8.9,8.8
00251710,10,10,5.5,5
00025181,1,7.3,5.9,9.5
00025182,2,5,6.7,7.5
00025183,3,9.9,5.3,5
00025184,4,9.1,10,10
00025185,5,10,6.7,5.0
00025186,6,7.3,10,8.9
00025187,7,8.3,5,8.3
00025188,8,10,5.6,5.9
00025189,9,9.9,7.5,5
00251810,10,9.7,7.3,10
00025191,1,10,10,9.4
00025192,2,5.9,10,7.0
00025193,3,9.5,5,5
00025194,4,10,9.6,7.5
00025195,5,6.2,7.9,10
00025196,6,10,6.5,6.0
00025197,7,8.4,5.5,10
00025198,8,7.7,7.1,10
00025199,9,5,5,7.4
00251910,10,8.1,8.4,5
00025201,1,5,5.4,10
00025202,2,5,6.1,7.5
00025203,3,10,10,9.0
00025204,4,9.3,10,8.0
00025205,5,5,10,10
00025206,6,8.6,6.0,10
00025207,7,8.6,10,5
00025208,8,5.5,10,10
00025209,9,5,10,9.0
00252010,10,7.9,5,5
00025211,1,10,8.3,5
00025212,2,8.9,5.6,5
00025213,3,10,7.9,5
00025214,4,7.2,7.6,6.4
00025215,5,10,5,10
00025216,6,5,6.8,8.1
00025217,7,7.2,5,5.9
00025218,8,10,5.2,5
00025219,9,7.3,10,5.9
00252110,10,10,6.4,5
00025221,1,5,9.0,5
00025222,2,7.3,10,10
00025223,3,9.9,9.2,5
00025224,4,5.8,5,5
00025225,5,10,5,10
00025226,6,8.6,8.4,8.1
00025227,7,10,8.1,8.3
00025228,8,10,9.3,6.6
00025229,9,8.8,10,6.0
00252210,10,10,5,9.4
00025231,1,5.8,10,10
00025232,2,9.5,10.0,9.3
00025233,3,7.4,5.8,5
00025234,4,6.0,8.2,5
00025235,5,5.8,5.9,6.5
00025236,6,6.1,6.9,5.9
00025237,7,7.6,10,10
00025238,8,5.8,5,6.1
00025239,9,10,9.2,10
00252310,10,9.9,10,7.3
00025241,1,5,10,5
00025242,2,8.5,5,9.9
00025243,3,5,5,8.7
00025244,4,5,9.3,10
00025245,5,5,10,5.2
00025246,6,10,9.0,5.3
00025247,7,9.6,10,9.0
00025248,8,7.3,6.7,9.2
00025249,9,10,6.9,7.5
00252410,10,5.7,8.0,7.4
00025251,1,7.0,5,5.5
00025252,2,6.9,9.7,7.2
00025253,3,5,10,7.7
00025254,4,6.5,5.1,7.1
00025255,5,6.8,7.5,8.4
00025256,6,6.7,7.0,5
00025257,7,5.6,8.6,7.6
00025258,8,6.4,7.0,10
00025259,9,9.1,5,9.5
00252510,10,7.8,9.9,8.1
00025261,1,5,8.6,6.7
00025262,2,7.6,6.9,5.7
00025263,3,5.7,5,10
00025264,4,8.3,10,5.9
00025265,5,10,9.6,10
00025266,6,7.1,10,5.9
00025267,7,9.3,10,7.4
00025268,8,10,6.2,5
00025269,9,5.1,7.7,10
00252610,10,7.3,5.7,7.6
00025271,1,8.5,7.5,6.2
00025272,2,10,9.1,9.3
00025273,3,8.5,8.5,10
00025274,4,10,5,10
00025275,5,10.0,5,10
00025276,6,8.8,6.4,5
00025277,7,8.4,8.3,5
00025278,8,5.7,6.3,5.4
00025279,9,10,6.3,6.1
00252710,10,10,5,10
00025281,1,7.6,5,5.5
00025282,2,5.4,5,10
00025283,3,5.1,5.7,6.0
00025284,4,10,7.9,10
00025285,5,8.4,9.2,5
00025286,6,5,8.3,10
00025287,7,7.4,9.5,5
00025288,8,7.4,8.7,8.8
00025289,9,10,5,10
00252810,10,7.8,8.8,7.9
00025291,1,8.1,10,7.2
00025292,2,8.3,10,10
00025293,3,5.9,9.3,8.1
00025294,4,5,8.3,10
00025295,5,6.8,10,10
00025296,6,7.5,5.7,5.0
00025297,7,6.5,10,5
00025298,8,9.8,5,9.7
00025299,9,8.6,5,5
00252910,10,6.7,7.4,6.6
00025301,1,7.5,5,7.9
00025302,2,9.4,5.4,10
00025303,3,10,5,6.4
00025304,4,8.5,9.9,6.2
00025305,5,5,7.1,10
00025306,6,10,9.2,7.5
00025307,7,10,5.8,6.6
00025308,8,7.5,7.4,8.4
00025309,9,8.1,7.5,6.6
00253010,10,8.2,8.2,10
00025311,1,7.8,7.5,10
00025312,2,5,7.8,7.0
00025313,3,10,7.2,9.8
00025314,4,5.0,5.5,10
00025315,5,10,10,9.1
00025316,6,6.1,5.1,7.0
00025317,7,7.0,10,9.3
00025318,8,5.7,8.4,8.6
00025319,9,5,7.7,8.5
00253110,10,10,10,5
00025321,1,5,5,10
00025322,2,6.5,5,9.5
00025323,3,8.1,10,10
00025324,4,10,6.4,10
00025325,5,8.6,8.6,7.1
00025326,6,10,6.0,8.5
00025327,7,10,5,9.5
00025328,8,5.1,10,5
00025329,9,5.7,5.7,8.2
00253210,10,10.0,8.2,10
00025331,1,7.3,8.4,10
00025332,2,10,7.6,7.1
00025333,3,9.0,5,9.6
00025334,4,6.6,7.8,5.5
00025335,5,10,6.0,5
00025336,6,5,5,9.1
00025337,7,5,8.3,5
00025338,8,7.2,6.3,10
00025339,9,7.4,6.8,8.9
00253310,10,8.9,5.2,9.7
00025341,1,10,5,10
00025342,2,10,10,8.9
00025343,3,10,10,10
00025344,4,7.6,8.1,9.5
00025345,5,7.5,9.0,8.7
00025346,6,6.0,10,5
00025347,7,7.4,5.9,7.8
00025348,8,8.2,6.0,8.8
00025349,9,8.3,5,10
00253410,10,6.4,9.3,9.1
00025351,1,10,6.1,8.1
00025352,2,5.9,6.4,10
00025353,3,5,10,5.2
00025354,4,10,10,10
00025355,5,10,10,7.4
00025356,6,5.3,10,5
00025357,7,5,7.4,10
00025358,8,5.9,8.5,10
00025359,9,7.1,8.5,8.4
00253510,10,7.3,6.1,9.3
00025361,1,10,8.2,7.3
00025362,2,10.0,5,7.3
00025363,3,5.5,8.1,6.3
00025364,4,6.9,5,10
00025365,5,8.0,8.6,10
00025366,6,8.5,10,9.0
00025367,7,6.8,5,7.8
00025368,8,7.8,6.3,9.2
00025369,9,8.3,8.0,7.1
00253610,10,8.0,7.6,6.5
00025371,1,5.9,5.3,10
00025372,2,10.0,5,9.7
00025373,3,9.0,10,9.7
00025374,4,9.0,10,8.5
00025375,5,9.8,6.1,5
00025376,6,10,10,5.4
00025377,7,6.8,6.2,5
00025378,8,10,6.4,10
00025379,9,8.9,10,5
00253710,10,5,10,9.7
00025381,1,10,5.2,5
00025382,2,9.1,10,6.0
00025383,3,10,5,7.2
00025384,4,6.8,10,5
00025385,5,10,7.2,5.6
00025386,6,7.3,5,9.4
00025387,7,5,6.2,8.3
00025388,8,6.4,10,7.5
00025389,9,10,8.7,5
00253810,10,7.7,7.4,6.3
00025391,1,10,7.5,8.7
00025392,2,5,5,10
00025393,3,10,9.6,9.4
00025394,4,10,8.0,7.1
00025395,5,8.7,7.9,5.7
00025396,6,5,5.7,10
00025397,7,5,5,7.7
00025398,8,7.1,10,10
00025399,9,10,6.4,10
00253910,10,8.0,7.0,5.8
00025401,1,10,5,9.0
00025402,2,9.9,9.8,9.2
00025403,3,10,5,10
00025404,4,7.2,10,5
00025405,5,7.9,5,9.9
00025406,6,8.8,6.3,10
00025407,7,5,5,10
00025408,8,9.0,8.9,7.1
00025409,9,10,8.0,9.1
00254010,10,10,10,7.8
00025411,1,9.7,9.1,8.0
00025412,2,10,10,7.1
00025413,3,5.8,6.7,5
00025414,4,5.2,8.8,10
00025415,5,10,6.0,7.2
00025416,6,5,7.6,5
00025417,7,10,10,10
00025418,8,5,5.4,5.5
00025419,9,5,6.2,5.6
00254110,10,10,5,8.5
00025421,1,9.7,8.7,10
00025422,2,6.5,9.5,5
00025423,3,9.3,10,9.5
00025424,4,10,9.1,7.0
00025425,5,9.4,5,7.5
00025426,6,10,8.6,8.2
00025427,7,9.2,6.7,5
00025428,8,5,10,5.5
00025429,9,7.5,6.0,5.6
00254210,10,7.0,8.6,5.8
00025431,1,7.4,5,5
00025432,2,5,5,10
00025433,3,8.6,9.5,8.3
00025434,4,7.4,10,9.5
00025435,5,7.2,9.6,9.0
00025436,6,5,10,8.4
00025437,7,6.8,7.4,7.3
00025438,8,7.5,8.5,5
00025439,9,10,6.9,5
00254310,10,6.2,8.6,8.6
00025441,1,6.5,5.1,6.8
00025442,2,10,5.1,5.1
00025443,3,5,5.2,10
00025444,4,7.4,5.1,5
00025445,5,7.6,9.8,10
00025446,6,8.2,8.3,7.0
00025447,7,5,9.4,5.3
00025448,8,5,10,9.8
00025449,9,10,8.9,10
00254410,10,8.4,6.8,6.6
00025451,1,7.4,7.2,5
00025452,2,7.4,8.8,5.1
00025453,3,6.8,9.5,7.4
00025454,4,8.9,10.0,10
00025455,5,5.4,6.5,7.0
00025456,6,6.9,9.4,7.3
00025457,7,5,10,6.7
00025458,8,7.8,5,10
00025459,9,10,6.8,5
00254510,10,8.8,5.3,8.4
00025461,1,9.0,6.3,9.5
00025462,2,5,5,6.5
00025463,3,7.9,10,6.0
00025464,4,9.7,6.3,7.5
00025465,5,10,9.9,10
00025466,6,5,10,10
00025467,7,10.0,5,7.5
00025468,8,8.8,10.0,9.6
00025469,9,7.1,5,8.0
00254610,10,7.3,10,9.0
00025471,1,10,10,6.3
00025472,2,10,7.8,8.2
00025473,3,5,8.0,9.8
00025474,4,10,10,6.0
00025475,5,7.8,8.1,5.3
00025476,6,8.6,6.5,8.0
00025477,7,10,5,6.6
00025478,8,9.4,10,5.1
00025479,9,6.8,6.5,5.3
00254710,10,8.8,5,10
00025481,1,5.2,6.9,6.6
00025482,2,7.8,10,7.4
00025483,3,10,9.8,9.1
00025484,4,10,6.9,6.1
00025485,5,10,10,9.1
00025486,6,5.9,10,10
00025487,7,10,8.7,7.9
00025488,8,6.6,9.1,5.7
00025489,9,5,7.2,6.7
00254810,10,10,6.2,10
00025491,1,10,10,8.5
00025492,2,8.1,8.6,9.7
00025493,3,5,10,5
00025494,4,7.6,5.1,6.7
00025495,5,10,7.9,5
00025496,6,6.4,9.0,7.1
00025497,7,8.8,5.5,10
00025498,8,5,5,10
00025499,9,10,10,5
00254910,10,6.9,10,5
00025501,1,5,7.5,5.9
00025502,2,5,8.8,9.4
00025503,3,8.0,8.2,10
00025504,4,8.6,5.7,6.8
00025505,5,10,10,10
00025506,6,10,10,8.2
00025507,7,10,7.4,10
00025508,8,10,9.0,5
00025509,9,6.9,5,8.5
00255010,10,5,10,10
00025511,1,5,7.0,7.6
00025512,2,10,9.2,7.1
00025513,3,9.9,6.0,7.1
00025514,4,10,7.1,10
00025515,5,10,8.8,9.0
00025516,6,10,5,5
00025517,7,8.5,5.9,8.1
00025518,8,10,10,5
00025519,9,7.3,5.6,10
00255110,10,10,10,5
00025521,1,10,9.7,10
00025522,2,10,5,6.0
00025523,3,10,5,5
00025524,4,7.5,7.2,8.9
00025525,5,5,10,5.3
00025526,6,8.3,7.0,10
00025527,7,7.3,8.6,5.7
00025528,8,8.5,7.7,10
00025529,9,10,8.3,7.1
00255210,10,5.1,6.5,9.7
00025531,1,8.5,6.5,10
00025532,2,6.9,10,5
00025533,3,6.9,5.1,6.8
00025534,4,7.3,5,7.5
00025535,5,9.6,7.7,7.8
00025536,6,8.7,9.8,7.1
00025537,7,5,8.6,10
00025538,8,5,9.2,9.7
00025539,9,9.1,10,9.8
00255310,10,10,9.4,5
00025541,1,5,5.2,10
00025542,2,5,9.7,5
00025543,3,7.1,7.8,9.8
00025544,4,9.6,7.2,5
00025545,5,10,10,10
00025546,6,7.4,5,10
00025547,7,5.3,10,6.6
00025548,8,7.5,10,8.5
00025549,9,8.6,10,9.0
00255410,10,8.4,5.5,9.9
00025551,1,10,5,9.2
00025552,2,9.2,5,8.9
00025553,3,5.9,8.6,8.7
00025554,4,5,8.4,7.8
00025555,5,9.1,6.3,10
00025556,6,10,10,5.6
00025557,7,5,5.5,8.2
00025558,8,10,10,8.5
00025559,9,5,5,8.0
00255510,10,7.9,10,5
00025561,1,6.9,10,7.3
00025562,2,6.5,5,5
00025563,3,6.9,5.6,5
00025564,4,5,8.3,5
00025565,5,7.8,5.4,5.8
00025566,6,6.1,6.2,6.6
00025567,7,10,10,9.0
00025568,8,8.2,8.2,5.1
00025569,9,10,7.7,10
00255610,10,6.6,10,9.0
00025571,1,9.0,5,10
00025572,2,8.0,8.2,9.0
00025573,3,10,6.8,10
00025574,4,9.6,10,6.6
00025575,5,7.7,10,7.3
00025576,6,9.4,5,9.1
00025577,7,9.0,6.8,6.4
00025578,8,5.7,5,6.8
00025579,9,5.5,5,9.4
00255710,10,5.6,5,10
00025581,1,6.5,6.9,8.7
00025582,2,10,10,5
00025583,3,5.0,6.7,10
00025584,4,6.4,10,7.9
00025585,5,5.1,10,5
00025586,6,7.5,5.0,8.7
00025587,7,8.9,7.8,7.2
00025588,8,5.8,7.8,7.5
00025589,9,5,8.4,7.4
00255810,10,6.7,7.7,10
00025591,1,7.8,9.0,5.4
00025592,2,10,5,10
00025593,3,5,5,5
00025594,4,8.7,6.2,8.1
00025595,5,10,8.3,9.8
00025596,6,10,5,7.8
00025597,7,10.0,10,10
00025598,8,5,10,9.7
00025599,9,6.4,5.6,10
00255910,10,10,6.9,6.0
00025601,1,5.5,8.7,10
00025602,2,5,7.7,9.8
00025603,3,5,8.5,5.3
00025604,4,7.1,10,5
00025605,5,5.1,6.2,10
00025606,6,10,9.3,9.5
00025607,7,5.4,8.0,6.6
00025608,8,10,5.6,10
00025609,9,6.1,10,7.0
00256010,10,10,10,5
00025611,1,8.1,10,5.6
00025612,2,10,10,10
00025613,3,8.9,10,6.2
00025614,4,10,10,5.8
00025615,5,5,8.5,9.8
00025616,6,10,5.4,8.4
00025617,7,9.2,5.1,5.3
00025618,8,5,5.8,10
00025619,9,10,9.8,5
00256110,10,8.9,5.5,5
00025621,1,9.3,9.2,9.3
00025622,2,10,10,7.5
00025623,3,10,5.2,5.1
00025624,4,5,8.4,5
00025625,5,5.8,10,5
00025626,6,5,10,5.8
00025627,7,6.2,5,6.1
00025628,8,7.5,7.2,10
00025629,9,9.8,10,10
00256210,10,10,9.4,9.1
00025631,1,10,9.8,5
00025632,2,10,10,7.4
00025633,3,7.3,10,7.9
00025634,4,6.7,8.6,8.1
00025635,5,6.2,9.2,10
00025636,6,9.4,7.3,6.3
00025637,7,8.9,9.8,10
00025638,8,5.8,10,10
00025639,9,5,8.1,5.6
00256310,10,9.3,10,9.9
00025641,1,9.1,5,8.8
00025642,2,10,6.8,9.3
00025643,3,9.1,5.1,9.9
00025644,4,10,6.8,9.3
00025645,5,5,7.2,7.5
00025646,6,9.9,5.8,9.5
00025647,7,5,10,7.9
00025648,8,10,8.2,8.6
00025649,9,6.2,10,8.1
00256410,10,6.6,6.8,5.9
00025651,1,7.2,10,6.4
00025652,2,10,5,6.8
00025653,3,5.5,9.1,10
00025654,4,10,7.5,5.9
00025655,5,8.0,5.5,10
00025656,6,7.6,5,5
00025657,7,10,5,5.6
00025658,8,10,8.0,10
00025659,9,10,10,8.5
00256510,10,5,5.7,10
00025661,1,9.2,9.5,5.0
00025662,2,10,6.8,10
00025663,3,7.1,8.2,5
00025664,4,8.1,10,10
00025665,5,7.7,5,7.9
00025666,6,7.9,5,8.0
00025667,7,7.2,9.4,7.0
00025668,8,5.1,9.8,5
00025669,9,8.4,7.6,5
